audio_file_path,subject,sex,treatment,issueTime
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box04/mic/20241009_164514.WAV,021_024,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box04/mic/20241009_170250.WAV,021_024,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box04/mic/20241009_173255.WAV,021_024,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box04/mic/20241009_180054.WAV,021_024,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box01/mic/20241009_164651.WAV,038_031,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box01/mic/20241009_170250.WAV,038_031,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box01/mic/20241009_173255.WAV,038_031,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box01/mic/20241009_180240.WAV,038_031,M,EtOH_EtOH,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box03/mic/20241009_165718.WAV,005,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box03/mic/20241009_170250.WAV,005,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box03/mic/20241009_173255.WAV,005,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box03/mic/20241009_180300.WAV,005,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box02/mic/20241009_164717.WAV,009,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box02/mic/20241009_170250.WAV,009,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box02/mic/20241009_173255.WAV,009,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_16-47-17_Wistar_Urgency_group3/pi-data_2024-10-09_16-47-17_Wistar_Urgency_group3/box02/mic/20241009_180300.WAV,009,M,Control,170000
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box01/mic/20241009_182059.WAV,013_022,M,Control_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box01/mic/20241009_183305.WAV,013_022,M,Control_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box01/mic/20241009_190310.WAV,013_022,M,Control_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box01/mic/20241009_193315.WAV,013_022,M,Control_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box03/mic/20241009_182132.WAV,033_057,M,EtOH_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box03/mic/20241009_183305.WAV,033_057,M,EtOH_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box03/mic/20241009_190310.WAV,033_057,M,EtOH_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box03/mic/20241009_193315.WAV,033_057,M,EtOH_EtOH,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box02/mic/20241009_182118.WAV,034_001,M,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box02/mic/20241009_183305.WAV,034_001,M,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box02/mic/20241009_190310.WAV,034_001,M,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box02/mic/20241009_193315.WAV,034_001,M,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box05/mic/20241009_182054.WAV,035_012,F,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box05/mic/20241009_183305.WAV,035_012,F,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box05/mic/20241009_190310.WAV,035_012,F,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box05/mic/20241009_193315.WAV,035_012,F,EtOH_Control,182600
/datastar/annaRemes/scentEtOH_urgency/wistar/RAP/2024-10-09_18-21-18_Wistar_Urgency_group4/pi-data_2024-10-09_18-21-18_Wistar_Urgency_group4/box04/mic/20241009_182054.WAV,041,F,EtOH,182600
