audio_file_path,subject,issueTime,sex,treatment,strain
/datastar/behavior_rooms/DD/2024-10-02_15-16-24_Wistar_Urgency_group3/pi-data_2024-10-02_15-16-24_Wistar_Urgency_group3/Box02,009,151640,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box10,015,163658,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box02,016,163500,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box11,019,163700,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box12,021,163752,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box13,022,163807,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box14,038,163816,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box04,039,163533,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/box01,004,163438,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box15,044,163829,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/box05,046,163547,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box06,048,163607,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box16,052,163845,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-02_16-32-49_Wistar_Urgency_group4/pi-data_2024-10-02_16-32-49_Wistar_Urgency_group4/Box09,007,163629,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box09,001,113010,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box10,013,112944,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box02,014,113001,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box11,026,112946,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box03,030,112939,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box12,033,113032,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box13,036,113051,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box04,037,113030,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box14,040,113106,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/box05,043,112957,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box15,045,113116,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box06,055,113004,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/Box16,057,113134,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_11-29-26_Wistar_Urgency_group1/pi-data_2024-10-03_11-29-26_Wistar_Urgency_group1/box01,008,113016,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box10,012,123701,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box11,018,123701,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box03,024,123418,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box12,028,123752,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box04,029,123508,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/box05,034,123523,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box13,035,123802,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box06,049,123548,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/box01,005,123355,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box14,050,123815,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box15,051,123829,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box08,054,123615,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box16,058,123851,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box09,006,123635,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_12-31-15_Wistar_Urgency_group2/pi-data_2024-10-03_12-31-15_Wistar_Urgency_group2/Box02,009,123411,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box10,015,140528,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box02,016,140210,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box11,019,140539,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box12,021,140632,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box13,022,140701,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box14,038,140739,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box04,039,140257,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/box01,004,140128,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box15,044,140801,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/box05,046,140344,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box06,048,140419,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box16,052,140812,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_13-58-59_Wistar_Urgency_group3/pi-data_2024-10-03_13-58-59_Wistar_Urgency_group3/Box09,007,140455,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box11,010,152234,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box02,011,151949,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box10,002,152204,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box12,020,152319,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box13,023,152347,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box14,025,152416,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box15,027,152430,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/box01,003,151919,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box04,031,152034,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box16,041,152452,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/box05,042,152103,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-03_15-17-26_Wistar_Urgency_group4/pi-data_2024-10-03_15-17-26_Wistar_Urgency_group4/Box08,056,152129,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box10,012,104216,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box11,018,104249,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box03,024,104006,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box12,028,104311,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box04,029,104027,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/box05,034,104103,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box13,035,104330,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box06,049,104105,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/box01,005,103925,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box14,050,104341,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box15,051,104357,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box08,054,104132,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box16,058,104411,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box09,006,104152,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_10-39-25_Wistar_Urgency_group1/pi-data_2024-10-14_10-39-25_Wistar_Urgency_group1/Box02,009,103944,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box10,015,115322,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box02,016,115209,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box11,019,115348,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box12,021,115413,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box13,022,115431,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box14,038,115450,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box04,039,115214,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/box01,004,115213,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box15,044,115352,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/box05,046,115206,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box06,048,115232,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box16,052,115531,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_11-52-08_Wistar_Urgency_group2/pi-data_2024-10-14_11-52-08_Wistar_Urgency_group2/Box09,007,115254,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box10,010,125954,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box02,011,125808,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box11,002,130016,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box12,020,130041,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box13,023,130101,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box14,025,130115,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box15,027,130008,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/box01,003,125747,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box04,031,125840,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box16,041,130148,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/box05,042,125905,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_12-56-30_Wistar_Urgency_group3/pi-data_2024-10-14_12-56-30_Wistar_Urgency_group3/Box08,056,125934,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box09,001,141425,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box10,013,141452,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box02,014,141120,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box11,026,141516,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box03,030,141143,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box12,033,141547,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box13,036,141614,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box04,037,141219,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box14,040,141643,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/box05,043,141334,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box15,045,141545,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box06,055,141415,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/Box16,057,141728,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-14_14-08-53_Wistar_Urgency_group4/pi-data_2024-10-14_14-08-53_Wistar_Urgency_group4/box01,008,141055,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box10,015,092714,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box02,016,092933,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box11,019,092702,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box12,021,092713,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box13,022,093003,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box14,038,092727,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box04,039,092927,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/box01,004,091716,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box15,044,092642,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/box05,046,094722,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box06,048,093345,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box16,052,092813,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_09-30-53_Wistar_Urgency_group1/pi-data_2024-10-15_09-30-53_Wistar_Urgency_group1/Box09,007,092723,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box10,010,102921,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box02,011,102921,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box11,002,102931,F,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box12,020,102951,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box13,023,103307,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box14,025,103039,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box15,027,102947,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/box01,003,101701,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box04,031,102950,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box16,041,103122,F,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/box05,042,104826,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_10-29-23_Wistar_Urgency_group2/pi-data_2024-10-15_10-29-23_Wistar_Urgency_group2/Box08,056,103537,M,EtOH,Wistar
/datastar/behavior_rooms/DD/2024-10-15_11-34-35_Wistar_Urgency_group3/pi-data_2024-10-15_11-34-35_Wistar_Urgency_group3/Box09,001,113501,M,Control,Wistar
/datastar/behavior_rooms/DD/2024-10-15_11-34-35_Wistar_Urgency_group3/pi-data_2024-10-15_11-34-35_Wistar_Urgency_group3/Box10,013,113532,M,Control,Wistar
