data_path,subject,sex,treatment,scentDays,issueTime
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_143456.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_143500.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_144000.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_144500.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_145000.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_145500.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_150000.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box06/mic/20241016_150500.WAV,048,F,EtOH,yes,143837
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_143456.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_143500.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_144000.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_144500.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_145000.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_145500.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_150000.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box16/mic/20241016_150500.WAV,052,M,EtOH,yes,144200
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_143457.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_143500.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_144000.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_144500.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_145000.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_145500.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_150000.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-16_14-34-59_Wistar_Urgency_group4/pi-data_2024-10-16_14-34-59_Wistar_Urgency_group4/Box09/mic/20241016_150500.WAV,007,M,Control,yes,143906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_104426.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_104500.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_105000.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_105500.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_110000.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_110500.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box09/mic/20241017_111000.WAV,001,M,Control,no,104845
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_104426.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_104500.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_105000.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_105500.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_110000.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_110500.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box10/mic/20241017_111000.WAV,013,M,Control,no,104823
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_104426.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_104500.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_105000.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_105500.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_110000.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_110500.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box02/mic/20241017_111000.WAV,014,F,Control,no,104628
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_104426.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_104500.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_105000.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_105500.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_110000.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_110500.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box11/mic/20241017_111000.WAV,026,M,EtOH,no,104906
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_104427.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_104500.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_105000.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_105500.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_110000.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_110500.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box03/mic/20241017_111000.WAV,030,F,EtOH,no,104715
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_104426.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_104500.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_105000.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_105500.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_110000.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_110500.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box12/mic/20241017_111000.WAV,033,M,EtOH,no,104927
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_104426.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_104500.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_105000.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_105500.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_110000.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_110500.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box13/mic/20241017_111000.WAV,036,M,EtOH,no,104946
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_104426.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_104500.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_105000.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_105500.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_110000.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_110500.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box04/mic/20241017_111000.WAV,037,F,EtOH,no,104716
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_104426.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_104500.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_105000.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_105500.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_110000.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_110500.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box14/mic/20241017_111000.WAV,040,M,EtOH,no,105005
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_104426.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_104500.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_105000.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_105500.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_110000.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_110500.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box05/mic/20241017_111000.WAV,043,F,EtOH,no,104739
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_104426.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_104500.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_105000.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_105500.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_110000.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_110500.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box15/mic/20241017_111000.WAV,045,M,EtOH,no,105022
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_104427.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_104500.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_105000.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_105500.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_110000.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_110500.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box06/mic/20241017_111000.WAV,055,F,EtOH,no,104801
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_104426.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_104500.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_105000.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_105500.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_110000.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_110500.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/Box16/mic/20241017_111000.WAV,057,M,EtOH,no,105043
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_104426.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_104500.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_105000.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_105500.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_110000.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_110500.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_10-44-30_Wistar_Urgency_group1/pi-data_2024-10-17_10-44-30_Wistar_Urgency_group1/box01/mic/20241017_111000.WAV,008,F,Control,no,104559
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_120057.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_120500.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_121000.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_121500.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_122000.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_122500.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_123000.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box10/mic/20241017_123500.WAV,012,F,Control,no,120803
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box11/mic/20241017_120058.WAV,018,F,EtOH,no,120855
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box11/mic/20241017_120500.WAV,018,F,EtOH,no,120855
/datastar/behavior_rooms/DD/2024-10-17_12-00-58_Wistar_Urgency_group2/pi-data_2024-10-17_12-00-58_Wistar_Urgency_group2/Box11/mic/20241017_121000.WAV,018,F,EtOH,no,120855
